Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,7.298925900620577,7.561768150712868,7.2032237788817985,7.33127498626709,268312,0.0,0.0
2002-07-02 00:00:00+05:30,7.476848445480339,7.478196412306703,7.227485202089679,7.290836811065674,133963,0.0,0.0
2002-07-03 00:00:00+05:30,7.346100812776471,7.548287326987412,7.231528596316749,7.490326881408691,89276,0.0,0.0
2002-07-04 00:00:00+05:30,7.490328274354602,7.653425199599536,7.467414251580863,7.533461093902588,313347,0.0,0.0
2002-07-05 00:00:00+05:30,7.580636095604651,7.761255842705703,7.548287019252712,7.607594013214111,262469,0.0,0.0
2002-07-08 00:00:00+05:30,7.631858096897074,7.703297511942582,7.4701091458183955,7.530765533447266,143585,0.0,0.0
2002-07-09 00:00:00+05:30,7.573896871573954,7.5954636301601415,7.413495918751243,7.429670810699463,43145,0.0,0.0
2002-07-10 00:00:00+05:30,7.386539370919482,7.479544131907253,7.226137680393434,7.258488178253174,28782,0.0,0.0
2002-07-11 00:00:00+05:30,7.251747567966646,7.35553605312706,7.0630407164271745,7.112912654876709,86450,0.0,0.0
2002-07-12 00:00:00+05:30,7.103477330472587,7.223441424296042,7.06977957517271,7.156045913696289,64007,0.0,0.0
2002-07-15 00:00:00+05:30,7.197830031430119,7.224789365678465,7.0630404398454925,7.130435943603516,36767,0.0,0.0
2002-07-16 00:00:00+05:30,7.278706340953377,7.278706340953377,7.009124283749339,7.065736770629883,41256,0.0,0.0
2002-07-17 00:00:00+05:30,7.143916139074142,7.168178128164965,7.013168301102671,7.094042778015137,38629,0.0,0.0
2002-07-18 00:00:00+05:30,7.063041499817762,7.170873897233912,7.063041499817762,7.139872074127197,45238,0.0,0.0
2002-07-19 00:00:00+05:30,7.036082161523546,7.251748372287479,7.036082161523546,7.139872074127197,39207,0.0,0.0
2002-07-22 00:00:00+05:30,7.089997411016619,7.170872579170503,7.057648334907027,7.149305820465088,98137,0.0,0.0
2002-07-23 00:00:00+05:30,7.2517484363560945,7.2517484363560945,6.955207747918682,7.129088401794434,44252,0.0,0.0
2002-07-24 00:00:00+05:30,7.091345295227423,7.238267273856775,7.091345295227423,7.1223464012146,63242,0.0,0.0
2002-07-25 00:00:00+05:30,7.413497600043646,7.413497600043646,7.251748643878719,7.360929012298584,202900,0.0,0.0
2002-07-26 00:00:00+05:30,7.280054552346737,7.548288651635006,7.1506546791266885,7.480893135070801,168820,0.0,0.0
2002-07-29 00:00:00+05:30,7.615682357943942,7.720818800739023,7.362275247579018,7.5280680656433105,186031,0.0,0.0
2002-07-30 00:00:00+05:30,7.656121595364491,7.710038154025985,7.33262365932732,7.425629138946533,231704,0.0,0.0
2002-07-31 00:00:00+05:30,7.5752459983069,7.5752459983069,7.089998457583784,7.466064929962158,146515,0.0,0.0
2002-08-01 00:00:00+05:30,7.146609188449641,7.575244139524837,7.146609188449641,7.424278259277344,25631,0.0,0.0
2002-08-02 00:00:00+05:30,7.149305129079488,7.545589591695455,7.143913970898759,7.41214656829834,42693,0.0,0.0
2002-08-05 00:00:00+05:30,7.319142457833138,7.599506777995348,7.319142457833138,7.553678035736084,44142,0.0,0.0
2002-08-06 00:00:00+05:30,7.602203358080102,7.602203358080102,7.453933399282371,7.564461708068848,36977,0.0,0.0
2002-08-07 00:00:00+05:30,7.524025767559999,7.629162940704405,7.524025767559999,7.595465183258057,162420,0.0,0.0
2002-08-08 00:00:00+05:30,7.588725197076485,7.656120710623657,7.521330391495127,7.629162788391113,44186,0.0,0.0
2002-08-09 00:00:00+05:30,7.6318593494786215,7.73699653891835,7.50515610166608,7.689819812774658,109956,0.0,0.0
2002-08-12 00:00:00+05:30,7.683078514768528,7.8987432853731,7.6561198874686545,7.789562225341797,112082,0.0,0.0
2002-08-13 00:00:00+05:30,7.736996642518353,7.811132004569655,7.548289735416758,7.692515850067139,372943,0.0,0.0
2002-08-14 00:00:00+05:30,7.575247052564678,7.788216643463969,7.561768089995387,7.714081287384033,78145,0.0,0.0
2002-08-15 00:00:00+05:30,7.714081287384033,7.714081287384033,7.714081287384033,7.714081287384033,0,0.0,0.0
2002-08-16 00:00:00+05:30,7.763953985014236,7.790911907835416,7.602205032155502,7.62107515335083,31794,0.0,0.0
2002-08-19 00:00:00+05:30,7.615682257864041,7.6830777575226055,7.60355055819022,7.631856441497803,43784,0.0,0.0
2002-08-20 00:00:00+05:30,7.607594820471641,7.683078838498695,7.575245740687074,7.660163402557373,73056,0.0,0.0
2002-08-21 00:00:00+05:30,7.707339377833548,7.72351426867095,7.548286402593356,7.672293663024902,33314,0.0,0.0
2002-08-22 00:00:00+05:30,7.588724283967679,7.683078416360101,7.575245324473255,7.680381774902344,224985,0.0,0.0
2002-08-23 00:00:00+05:30,7.657467364333291,7.657467364333291,7.580636095604651,7.607594013214111,24436,0.0,0.0
2002-08-26 00:00:00+05:30,7.57794155177825,7.681730039485424,7.57794155177825,7.6129865646362305,20994,0.0,0.0
2002-08-27 00:00:00+05:30,7.656120710623657,7.67768747318918,7.60220486615857,7.629162788391113,33529,0.0,0.0
2002-08-28 00:00:00+05:30,7.6291619560494714,7.68038186111005,7.5779413430231575,7.657467842102051,23874,0.0,0.0
2002-08-29 00:00:00+05:30,7.557722815547946,7.6830787729859145,7.557722815547946,7.652076244354248,19711,0.0,0.0
2002-08-30 00:00:00+05:30,7.6048985623595735,7.642640212266428,7.583332512097661,7.626465320587158,35947,0.0,0.0
2002-09-02 00:00:00+05:30,7.602204003613381,7.683078469100817,7.548287457299846,7.556374549865723,21748,0.0,0.0
2002-09-03 00:00:00+05:30,7.681732167973507,7.681732167973507,7.550985016038519,7.656122207641602,38645,0.0,0.0
2002-09-04 00:00:00+05:30,7.604898961942755,7.710036117365055,7.581984943839795,7.687121391296387,26088,0.0,0.0
2002-09-05 00:00:00+05:30,7.7369926905441195,7.7369926905441195,7.494369344786109,7.571199893951416,29547,0.0,0.0
2002-09-06 00:00:00+05:30,7.602203685119059,7.736993983307257,7.602203685119059,7.6857733726501465,80711,0.0,0.0
2002-09-09 00:00:00+05:30,7.68577492744944,7.68577492744944,7.548288668050771,7.56311559677124,31398,0.0,0.0
2002-09-10 00:00:00+05:30,7.56311559677124,7.56311559677124,7.56311559677124,7.56311559677124,0,0.0,0.0
2002-09-11 00:00:00+05:30,7.575245593553579,7.716776443186667,7.575245593553579,7.69386100769043,61193,0.0,0.0
2002-09-12 00:00:00+05:30,7.700602341381953,7.75721483385384,7.575247068862197,7.581986904144287,56589,0.0,0.0
2002-09-13 00:00:00+05:30,7.654772235896626,7.7639533004235455,7.602204361827109,7.691165924072266,42721,0.0,0.0
2002-09-16 00:00:00+05:30,7.584681408995791,7.683079454927304,7.584681408995791,7.600856304168701,18852,0.0,0.0
2002-09-17 00:00:00+05:30,7.656121031554759,7.656121031554759,7.561767591819914,7.587377548217773,10965,0.0,0.0
2002-09-18 00:00:00+05:30,7.559072338420008,7.649382593357026,7.559072338420008,7.592770099639893,21203,0.0,0.0
2002-09-19 00:00:00+05:30,7.564460761664972,7.634551478389398,7.54828587196463,7.552329063415527,27129,0.0,0.0
2002-09-20 00:00:00+05:30,7.596811770955082,7.596811770955082,7.426975047622902,7.546938419342041,399324,0.0,0.0
2002-09-23 00:00:00+05:30,7.548287391662598,7.5752453106020825,7.522676731500933,7.548287391662598,21379,0.0,0.0
2002-09-24 00:00:00+05:30,7.54828671251937,7.62781249543909,7.483586438547587,7.561765670776367,34289,0.0,0.0
2002-09-25 00:00:00+05:30,7.5469378887648,7.5469378887648,7.443149416661352,7.457976341247559,19881,0.0,0.0
2002-09-26 00:00:00+05:30,7.4134972577230585,7.493023057202355,7.344753777535756,7.4525861740112305,1354,0.0,0.0
2002-09-27 00:00:00+05:30,7.413497597394081,7.600856509899059,7.413497597394081,7.587377548217773,13785,0.0,0.0
2002-09-30 00:00:00+05:30,7.639945483343997,7.707340993959382,7.414844930986712,7.557723045349121,126043,0.0,0.0
2002-10-01 00:00:00+05:30,7.66690377803557,7.66690377803557,7.470109103997289,7.498414993286133,35930,0.0,0.0
2002-10-02 00:00:00+05:30,7.498414993286133,7.498414993286133,7.498414993286133,7.498414993286133,0,0.0,0.0
2002-10-03 00:00:00+05:30,7.666902666272058,7.666902666272058,7.521329340191378,7.588724136352539,37527,0.0,0.0
2002-10-04 00:00:00+05:30,7.650728219056524,7.650728219056524,7.524025003744367,7.6129865646362305,18058,0.0,0.0
2002-10-07 00:00:00+05:30,7.5482868163448344,7.625117375042477,7.420235649193538,7.564461708068848,29233,0.0,0.0
2002-10-08 00:00:00+05:30,6.806937415241539,7.65342449631712,6.806937415241539,7.559071063995361,27950,0.0,0.0
2002-10-09 00:00:00+05:30,7.62916032046634,7.710034768968051,7.522675216959164,7.552329063415527,141277,0.0,0.0
2002-10-10 00:00:00+05:30,7.386539341085597,7.546939615032168,7.386539341085597,7.5091986656188965,15900,0.0,0.0
2002-10-11 00:00:00+05:30,7.494370989224312,7.545590894596291,7.305664137105521,7.495718955993652,15916,0.0,0.0
2002-10-14 00:00:00+05:30,7.680382127542204,7.680382127542204,7.413496734994702,7.470108509063721,14275,0.0,0.0
2002-10-15 00:00:00+05:30,7.470108509063721,7.470108509063721,7.470108509063721,7.470108509063721,0,0.0,0.0
2002-10-16 00:00:00+05:30,7.46741345007209,7.517285391214625,7.285445714566944,7.367668151855469,30015,0.0,0.0
2002-10-17 00:00:00+05:30,7.347449647434557,7.494371666886107,7.346101680543329,7.4444990158081055,26689,0.0,0.0
2002-10-18 00:00:00+05:30,7.494369983572082,7.494369983572082,7.3595789884512435,7.375753879547119,30770,0.0,0.0
2002-10-21 00:00:00+05:30,6.269123532912641,7.541549193437983,6.269123532912641,7.4781975746154785,29029,0.0,0.0
2002-10-22 00:00:00+05:30,7.7154284128326545,7.7154284128326545,6.065588423847205,6.5103983879089355,383969,0.0,0.0
2002-10-23 00:00:00+05:30,6.335169758622458,6.441654896252956,5.928102160689745,6.095242977142334,2998203,0.0,0.0
2002-10-24 00:00:00+05:30,6.065587323481989,7.081910292715818,5.837791223115768,6.479395389556885,3649808,0.0,0.0
2002-10-25 00:00:00+05:30,6.41604347947311,6.726062379658095,6.180159918444169,6.558922290802002,1308777,0.0,0.0
2002-10-28 00:00:00+05:30,6.577791905709901,6.577791905709901,6.343257037348694,6.514441013336182,395116,0.0,0.0
2002-10-29 00:00:00+05:30,6.577793586271144,6.645189103757219,6.503658941815974,6.589925289154053,93610,0.0,0.0
2002-10-30 00:00:00+05:30,6.471308974394216,6.739541624793712,6.348648243122101,6.447046279907227,81829,0.0,0.0
2002-10-31 00:00:00+05:30,6.548139191650099,6.577792335829234,6.362127570430809,6.463220119476318,192221,0.0,0.0
2002-11-01 00:00:00+05:30,6.37560691628925,6.550834814285685,6.297428380995373,6.4106526374816895,109025,0.0,0.0
2002-11-04 00:00:00+05:30,6.604750982918737,6.604750982918737,6.375606549503749,6.4322190284729,27961,0.0,0.0
2002-11-05 00:00:00+05:30,6.443003579396798,6.507703166123606,6.33786710494868,6.352694034576416,41278,0.0,0.0
2002-11-06 00:00:00+05:30,6.352694034576416,6.352694034576416,6.352694034576416,6.352694034576416,0,0.0,0.0
2002-11-07 00:00:00+05:30,6.362127742721713,6.591272181632936,6.362127742721713,6.367518901824951,162729,0.0,0.0
2002-11-08 00:00:00+05:30,6.443003252251881,6.469961176030626,6.26912329874385,6.33786678314209,42264,0.0,0.0
2002-11-11 00:00:00+05:30,6.26912183948814,6.332473441198016,6.079066326392824,6.217901229858398,90900,0.0,0.0
2002-11-12 00:00:00+05:30,6.281253522680542,6.281253522680542,6.1868993851043435,6.223293781280518,171315,0.0,0.0
2002-11-13 00:00:00+05:30,6.279904587526416,6.362127011043626,6.15454864834944,6.2044219970703125,170202,0.0,0.0
